stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,RFECA_SVR(k=20),0.0,5,3,1286,322,0,2482842121424,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,5,4,1287,321,0,2482842121200,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,5,5,1287,321,0,2482842120976,training_fold_X.corr(),False
classification,SimpleMean,0.0,5,1,1286,322,0,2482517744768,n/a,False
classification,SimpleMean,0.0,5,2,1286,322,0,2482517745648,n/a,False
classification,SimpleMean,0.0,5,3,1286,322,0,2482517746176,n/a,False
classification,SimpleMean,0.0,5,4,1287,321,0,2482517745824,n/a,False
classification,SimpleMean,0.0,5,5,1287,321,0,2482517741952,n/a,False
classification,"KNN(k=5,dist)",0.0,5,1,1286,322,0,2482774231184,n/a,False
classification,"KNN(k=5,dist)",0.0,5,2,1286,322,0,2482687740816,n/a,False
classification,"KNN(k=5,dist)",0.0,5,3,1286,322,0,2482773861840,n/a,False
classification,"KNN(k=5,dist)",0.0,5,4,1287,321,0,2482773720720,n/a,False
classification,"KNN(k=5,dist)",0.0,5,5,1287,321,0,2482551903760,n/a,False
classification,RFECA_SVR(k=5),0.0,5,1,1286,322,0,2482976286864,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,5,2,1286,322,0,2482842766256,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,5,3,1286,322,0,2482653990480,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,5,4,1287,321,0,2482807929584,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,5,5,1287,321,0,2482705417840,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,5,1,1286,322,0,2482705375408,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,5,2,1286,322,0,2483093174352,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,5,3,1286,322,0,2483227071376,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,5,4,1287,321,0,2483227035696,training_fold_X.corr(),False
